106.5 16 469.00000001839
107 16 726.99999938947
107.5 16 700.00000004831
108 16 1133.0000001558
108.5 16 -28.999999995534
109 16 -98.000000082319
109.5 16 -205.00000011227
110 16 -860.00000094858
110.5 16 -886.00000003603
111 16 -704.99999954504
111.5 16 -834.99999991746
112 16 -904.00000126629
112.5 16 -341.00000017267
113 16 -1413.9999990347
113.5 16 -2583.0000052579
114 16 -563.00000016689
114.5 16 -0.99999998896408
115 16 -3514.9999989223
115.5 16 -4196.0000019286
116 16 -4185.9999971496
116.5 16 -4169.0000017389
117 16 -4029.0000027882
117.5 16 -4089.999998839
118 16 -3935.0000009976
118.5 16 -3594.0000011059
106.5 16.5 368.00000012743
107 16.5 337.00000015072
107.5 16.5 3.9999999940766
108 16.5 -31.00000000572
108.5 16.5 -83.000000070966
109 16.5 -110.00000003445
109.5 16.5 -585.99999880556
110 16.5 -1284.0000005122
110.5 16.5 -1364.0000011894
111 16.5 -1068.0000006294
111.5 16.5 -59.999999995027
112 16.5 -837.99999882044
112.5 16.5 -18.999999952426
113 16.5 -1076.9999996439
113.5 16.5 -2035.9999983151
114 16.5 -2924.9999986414
114.5 16.5 -2718.0000000267
115 16.5 -3226.0000023338
115.5 16.5 -4067.9999979301
116 16.5 -4138.9999992885
116.5 16.5 -4140.0000019662
117 16.5 -4009.000001389
117.5 16.5 -3859.0000016814
118 16.5 -3640.9999955633
118.5 16.5 -4071.9999979868
106.5 17 511.99999962976
107 17 12.000000003692
107.5 17 -48.000000002362
108 17 -68.000000014143
108.5 17 -99.000000086802
109 17 -80.99999985324
109.5 17 -20.999999988618
110 17 -1070.000000212
110.5 17 -1497.00000222
111 17 -1428.0000011415
111.5 17 -685.99999981162
112 17 -707.00000017962
112.5 17 -731.99999989491
113 17 -1655.9999998809
113.5 17 -2210.0000002581
114 17 -3052.9999997771
114.5 17 -2088.0000030059
115 17 -2924.9999970086
115.5 17 -3504.9999976912
116 17 -4051.0000026257
116.5 17 -4042.0000039831
117 17 -4000.9999975471
117.5 17 -3879.9999980269
118 17 -3970.0000042155
118.5 17 -3997.0000037462
106.5 17.5 23.000000009701
107 17.5 -41.000000015751
